track_id,bit_rate,comments,composer,date_created,date_recorded,duration,favorites,genre_top,genres,genres_all,information,interest,language_code,license,listens,lyricist,number,publisher,tags,title,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence
176,320000,0,,2008-11-26 01:46:18,2008-11-26 00:00:00,160,0,Rock,[25],"[25, 12]",<p>Unreleased</p>,461,en,Attribution-NonCommercial-ShareAlike 3.0 International,104,,6,,[],Step Up to Legends,0.8335160135,0.2065092789,0.779140487,0.9408410856,0.3723113985,0.0772271448,123.583,0.0281438157
177,192000,0,James Squeaky,2008-11-26 01:46:21,2006-01-01 00:00:00,129,0,Rock,[25],"[25, 12]",,529,en,Attribution-NonCommercial-ShareAlike 3.0 International,160,,7,,[],Petty Hate Machine,0.7542752993,0.2091129065,0.5799592774,0.7368654346,0.1121648933,0.0733502023,95.932,0.0833302608
178,192000,0,,2008-11-26 01:46:23,2006-02-01 00:00:00,259,1,Rock,[25],"[25, 12]",,287,en,Attribution-NonCommercial-ShareAlike 3.0 International,149,,0,,[],Lend Me a Blanket,0.9955533218,0.1861459299,0.4130542364,0.9551374475,0.1117162764,0.040892505,61.316,0.252819344
179,320000,0,,2008-11-26 01:46:25,2008-11-26 00:00:00,90,0,Rock,[25],"[25, 12]",,591,en,Attribution-NonCommercial-ShareAlike 3.0 International,226,,0,,[],Ready to Die,0.9588732916,0.2746088553,0.9894824701,0.9193623081,0.5465156876,0.1853163118,84.173,0.0332076001
226,197144,0,,2008-11-26 01:48:54,2006-01-01 00:00:00,231,4,Rock,[25],"[25, 12]",,2764,en,Attribution-Noncommercial-Share Alike 3.0 United States,1351,,2,,[],W.T.M.,0.1325832964,0.5411565335,0.7572551846,0.8826174388,0.0994326594,0.0292159697,144.808,0.7335055159
228,190365,0,,2008-11-26 01:49:00,2006-01-01 00:00:00,218,2,Rock,[25],"[25, 12]",,2467,en,Attribution-Noncommercial-Share Alike 3.0 United States,1366,,4,,[],Don't Run With Pizzas,0.0167591241,0.3619554496,0.8723790415,0.922775365,0.15177309,0.03860093,146.546,0.5326324643
247,256000,0,,2008-11-26 01:50:17,2006-11-26 00:00:00,146,3,Rock,[12],[12],,1549,en,Attribution-Noncommercial-Share Alike 3.0 United States,532,,2,,[],A New Map for Kissing,0.9933968022,0.4419715548,0.4848943949,0.938292699,0.0928928461,0.0449218687,133.196,0.6382050743
249,256000,0,,2008-11-26 01:50:23,2006-11-26 00:00:00,125,3,Rock,[12],[12],,1470,en,Attribution-Noncommercial-Share Alike 3.0 United States,425,,4,,[],The Indefinite Time Yet to Come,0.9797552518,0.3717837511,0.5234081405,0.9688381615,0.1094469618,0.0703791312,168.606,0.3771696974
252,256000,0,,2008-11-26 01:50:30,2006-11-26 00:00:00,173,2,Rock,[12],[12],,512,en,Attribution-Noncommercial-Share Alike 3.0 United States,374,,10,,[],It's Becoming a Stranger,0.9931880002,0.7101448519,0.2506732431,0.9463424718,0.1059124645,0.0364616413,111.228,0.4905165083
255,256000,0,,2008-11-26 01:50:38,2006-11-26 00:00:00,182,24,Rock,[12],[12],,5585,en,Attribution-Noncommercial-Share Alike 3.0 United States,4495,,12,,[],We Want to be Old,0.9873281737,0.7035909913,0.4357120518,0.9017230301,0.1137581203,0.0676240084,122.811,0.9108207732
256,256000,0,,2008-11-26 01:50:40,2006-11-07 00:00:00,202,3,Rock,[31],"[12, 31]",,2864,en,Attribution-NonCommercial-ShareAlike 3.0 International,2311,,1,,[],Toggle,0.4302465419,0.2620499343,0.9720856699,0.8966929619,0.4073435898,0.151244955,118.281,0.0617962599
257,320000,0,,2008-11-26 01:50:42,2006-11-07 00:00:00,146,3,Rock,[31],"[12, 31]",,2177,en,Attribution-NonCommercial-ShareAlike 3.0 International,766,,2,,[],My Lil',0.3570855747,0.1893451584,0.9397064969,0.9456612187,0.1468501128,0.0640669936,83.959,0.2022597185
258,320000,0,,2008-11-26 01:50:47,2006-11-07 00:00:00,384,2,Rock,[31],"[12, 31]",,1779,en,Attribution-NonCommercial-ShareAlike 3.0 International,1350,,4,,[],Eyebone,0.0614753069,0.2876325615,0.9386526141,0.8752996372,0.1165203541,0.0906159476,119.803,0.1425962452
303,256000,0,chris andrews,2008-11-26 01:52:35,2007-09-01 00:00:00,136,0,Rock,[89],"[89, 12, 25]",,159,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,89,,1,,[],Splish spladdy,0.9229070257,0.4408680304,0.2434517278,0.8597139689,0.1147383417,0.3378157945,129.598,0.5770688544
304,256000,0,,2008-11-26 01:52:37,1982-11-26 00:00:00,191,0,Rock,[89],"[89, 12, 25]",,241,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,167,,1,,[],Woo You,0.8656867699,0.2788749499,0.0669245556,0.9149633131,0.1115463316,0.0341102691,143.114,0.074577945
305,256000,0,,2008-11-26 01:52:40,1981-01-01 00:00:00,159,0,Rock,[89],"[89, 12, 25]",,2873,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,2605,,2,,[],Disney on Ice,0.7642476101,0.7331117168,0.0794868304,0.9354613429,0.111640631,0.042528775,108.131,0.1079464553
306,256000,0,,2008-11-26 01:52:41,2007-09-01 00:00:00,129,0,Rock,[89],"[89, 12, 25]",,131,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,50,,2,,[],The Prime Four,0.9679604945,0.3043261534,0.3425785835,0.7606700274,0.111136368,0.0444210503,142.342,0.0985764972
307,256000,0,,2008-11-26 01:52:43,2007-09-01 00:00:00,205,0,Rock,[89],"[89, 12, 25]",,289,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,190,,3,,[],Out on the farm,0.7737696606,0.5520261656,0.2513276736,0.5689758335,0.1107430793,0.0506325527,117.247,0.3569842466
308,256000,0,,2008-11-26 01:52:46,1982-11-26 00:00:00,186,0,Rock,[89],"[89, 12, 25]",,345,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,260,,4,,[],The Hotel,0.881460625,0.4743341489,0.0350171505,0.9309336375,0.1047437663,0.0337121522,92.951,0.3192393982
309,256000,0,,2008-11-26 01:52:49,2007-09-01 00:00:00,229,0,Rock,[89],"[89, 12, 25]",,147,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,56,,4,,[],Where are all the people,0.3354814295,0.3902630916,0.0210673625,0.9375081467,0.0890456969,0.0414906452,60.382,0.0399321212
310,256000,0,,2008-11-26 01:52:51,1981-01-01 00:00:00,146,0,Rock,[89],"[89, 12, 25]",,194,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,109,,5,,[],Going Down to Soho,0.8079393952,0.5854778619,0.4245642816,0.8904640175,0.110307525,0.0391659925,142.579,0.2051829532
311,256000,0,,2008-11-26 01:52:53,1982-11-26 00:00:00,205,0,Rock,[89],"[89, 12, 25]",,1597,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,1484,,5,,[],Tropical Holiday Time,0.5666584153,0.6690948047,0.0575404526,0.1213279874,0.1062701681,0.0513554685,188.94,0.6943441968
312,256000,0,,2008-11-26 01:52:57,2007-09-01 00:00:00,199,0,Rock,[89],"[89, 12, 25]",,833,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,748,,6,,[],Tropical Sheep,0.9903200573,0.3620137829,0.4860880871,0.8482693407,0.0939208446,0.5671853131,91.32,0.3769774443
313,256000,0,,2008-11-26 01:52:58,1982-11-26 00:00:00,142,0,Rock,[89],"[89, 12, 25]",,141,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,70,,7,,[],Think Things Of You,0.97720379,0.7488810231,0.1312602862,0.7658816688,0.1123659877,0.1340369193,101.106,0.5215820055
314,256000,0,,2008-11-26 01:53:01,2007-09-01 00:00:00,166,0,Rock,[89],"[89, 12, 25]",,142,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,69,,8,,[],Daisey Chains,0.0781233043,0.7247998644,0.4309547519,0.0164872769,0.0708293033,0.0328616557,89.032,0.8506392186
315,256000,0,,2008-11-26 01:53:04,1981-01-01 00:00:00,280,0,Rock,[89],"[89, 12, 25]",,383,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,297,,8,,[],Interference,0.4764016998,0.4430167134,0.1683930193,0.9096679701,0.1500001484,0.0564209944,107.08,0.5096621292
316,256000,0,,2008-11-26 01:53:07,1981-01-01 00:00:00,87,0,Rock,[89],"[89, 12, 25]",,156,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,90,,9,,[],Itching in my pants,0.7971096734,0.4839170861,0.061000622,0.5976705772,0.1103475714,0.1910664132,103.859,0.2525714531
317,256000,0,,2008-11-26 01:53:08,1982-11-26 00:00:00,198,0,Rock,[89],"[89, 12, 25]",,322,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,241,,9,,[],Very Nice,0.968785317,0.3987545091,0.3337205089,0.9306147173,0.2772027491,0.0400438008,112.977,0.2408233784
318,256000,0,,2008-11-26 01:53:11,2008-11-26 00:00:00,41,0,Rock,[89],"[89, 12, 25]",,209,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,153,,0,,[],1-2-3-4,0.6051765354,0.452892782,0.259907492,0.9652117881,0.0993548237,0.075779772,78.172,0.517176346
319,256000,0,,2008-11-26 01:53:12,2007-09-01 00:00:00,156,0,Rock,[89],"[89, 12, 25]",,422,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,325,,10,,[],Complete Shakespeare,0.890498485,0.3164130813,0.0596131071,0.9133028781,0.1088080258,0.0387785138,133.934,0.1224173219
320,256000,0,,2008-11-26 01:53:14,1981-01-01 00:00:00,316,0,Rock,[89],"[89, 12, 25]",,406,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,309,,10,,[],The Natives are Restless,0.8644036436,0.6928453265,0.1165388521,0.7517062673,0.1070393409,0.1236913826,126.665,0.3398685308
321,256000,0,,2008-11-26 01:53:19,1982-11-26 00:00:00,273,0,Rock,[89],"[89, 12, 25]",,693,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,487,,11,,[],Heart Attack,0.897593404,0.2547157554,0.2716163948,0.9586166184,0.0804039563,0.0325248017,147.547,0.1783694552
322,256000,0,,2008-11-26 01:53:22,2007-09-01 00:00:00,110,1,Rock,[89],"[89, 12, 25]",,386,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,304,,11,,[],Shopping Bag,0.8004765473,0.4342176429,0.183197095,0.9392859408,0.1225038362,0.0787960323,143.529,0.146380735
323,256000,0,,2008-11-26 01:53:24,2007-09-01 00:00:00,237,0,Rock,[89],"[89, 12, 25]",,171,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,94,,12,,[],Crocodile Song,0.9738249915,0.3350584873,0.1258033776,0.9223461572,0.1105173637,0.0335835578,73.895,0.1438152772
324,256000,0,,2008-11-26 01:53:27,1982-11-26 00:00:00,120,0,Rock,[89],"[89, 12, 25]",,185,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,106,,12,,[],I just don't know,0.9672503126,0.5768811269,0.3434554245,0.9634766727,0.112806981,0.1054277397,111.988,0.4347772115
325,256000,0,,2008-11-26 01:53:29,1981-01-01 00:00:00,199,2,Rock,[89],"[89, 12, 25]",,300,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,217,,12,,[],Liquidizing Chickens,0.9279495207,0.517065201,0.1289927395,0.9014819652,0.240380101,0.3963329322,114.819,0.4842236604
326,256000,0,,2008-11-26 01:53:32,1982-11-26 00:00:00,105,0,Rock,[89],"[89, 12, 25]",,286,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,228,,13,,[],Burn,0.9333321724,0.6141929632,0.7112310951,0.8447467308,0.1543999131,0.5798972039,197.924,0.3809198059
327,256000,0,,2008-11-26 01:53:33,1982-11-26 00:00:00,259,0,Rock,[89],"[89, 12, 25]",,234,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,164,,15,,[],Hands Beckoning,0.9281708889,0.5530911896,0.3039368772,0.9542303232,0.1107517419,0.1074009854,110.039,0.6163680635
328,256000,0,,2008-11-26 01:53:37,1982-11-26 00:00:00,236,0,Rock,[89],"[89, 12, 25]",,328,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,254,,16,,[],Central Park,0.2975406462,0.6249534283,0.1768836222,0.8158711569,0.0928226301,0.0551486222,114.858,0.5036354927
331,256000,0,,2008-11-26 01:53:46,2007-09-01 00:00:00,214,0,Rock,[89],"[89, 12, 25]",,187,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,105,,19,,[],Weatherman,0.8494241895,0.6947840274,0.2547169323,0.9581455137,0.1119720283,0.1139688424,85.471,0.5949017447
332,256000,0,,2008-11-26 01:53:49,2008-11-26 00:00:00,174,0,Rock,[89],"[89, 12, 25]",,139,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,76,,0,,[],39th floor Club,0.9936330021,0.47495815,0.5908228338,0.90078984,0.1396605534,0.2288491592,101.637,0.2812481638
333,256000,0,,2008-11-26 01:53:51,1981-01-01 00:00:00,96,0,Rock,[89],"[89, 12, 25]",,423,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,322,,0,Cherry Red Music (UK),[],Blah intro,0.955110164,0.5169835966,0.1136564697,1.284e-06,0.2087050381,0.7131848769,92.49,0.3895606555
334,256000,0,,2008-11-26 01:53:53,1981-01-01 00:00:00,275,0,Rock,[89],"[89, 12, 25]",,405,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,388,,0,Cherry Red Music (UK),[],Blahpunk,0.9452163221,0.214346058,0.6419754173,0.9660182998,0.1110564782,0.0497727984,149.17,0.1870659257
335,256000,0,,2008-11-26 01:53:57,1981-01-01 00:00:00,188,1,Rock,[89],"[89, 12, 25]",,303,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,225,,0,Cherry Red Music (UK),[],Bored,0.7657886575,0.6351690515,0.2122345242,0.8605564634,0.0854054974,0.0378685886,111.807,0.3782501032
336,256000,0,,2008-11-26 01:53:59,1981-01-01 00:00:00,204,0,Rock,[89],"[89, 12, 25]",,226,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,144,,0,Cherry Red Music (UK),[],Breeder,0.9363693247,0.5618753923,0.1422503769,0.5554748149,0.1115121356,0.0772406843,124.808,0.4708601967
337,256000,0,,2008-11-26 01:54:02,1981-01-01 00:00:00,271,0,Rock,[89],"[89, 12, 25]",,279,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,195,,0,Cherry Red Music (UK),[],Brian's Garage,0.8674526408,0.4619187079,0.4142781931,0.0148394587,0.2625170305,0.0957348647,87.092,0.6857585992
338,256000,0,,2008-11-26 01:54:06,1981-01-01 00:00:00,88,0,Rock,[89],"[89, 12, 25]",,196,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,160,,0,Cherry Red Music (UK),[],Cabages in the sunset,0.9845692599,0.4600573448,0.0436136523,0.2380050133,0.1029931791,0.0397912552,118.805,0.3161046811
339,256000,0,,2008-11-26 01:54:08,1981-01-01 00:00:00,110,0,Rock,[89],"[89, 12, 25]",,177,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,118,,0,Cherry Red Music (UK),[],Chimpanzees disease,0.9904914909,0.452569356,0.0983624348,0.5763007833,0.116476751,0.0646204003,126.267,0.6096973499
340,256000,0,,2008-11-26 01:54:10,1981-01-01 00:00:00,142,0,Rock,[89],"[89, 12, 25]",,363,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,281,,0,Cherry Red Music (UK),[],Circles in London,0.9479957866,0.6014608135,0.1412970819,0.9124040106,0.1091576349,0.0416562971,147.178,0.4837947392
341,256000,0,,2008-11-26 01:54:11,1981-01-01 00:00:00,84,0,Rock,[89],"[89, 12, 25]",,1498,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,1629,,0,Cherry Red Music (UK),[],Count Dracula's castle,0.977281533,0.4688077411,0.134975265,0.687699751,0.1053807374,0.0731240339,119.646,0.4307074319
342,256000,0,,2008-11-26 01:54:13,1981-01-01 00:00:00,55,0,Rock,[89],"[89, 12, 25]",,240,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,165,,0,Cherry Red Music (UK),[],Crash,0.0208577087,0.1445689726,0.1010612372,0.3337912314,0.1429945491,0.0413287533,159.15,0.2377565571
343,256000,0,chris andrews,2008-11-26 01:54:15,1981-01-01 00:00:00,66,0,Rock,[89],"[89, 12, 25]",,5683,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,192,,0,Cherry Red Music (UK),[],Cybernetics,0.5486661313,0.4570068421,0.181635435,8.0627e-06,0.1303319789,0.1121453638,124.648,0.2591472334
344,256000,0,,2008-11-26 01:54:16,1981-01-01 00:00:00,115,0,Rock,[89],"[89, 12, 25]",,190,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,111,,0,Cherry Red Music (UK),[],Denver,0.9767103587,0.5361508955,0.3306331562,0.8677543965,0.1192332245,0.2321736147,127.505,0.38016437
345,256000,0,,2008-11-26 01:54:18,1981-01-01 00:00:00,202,0,Rock,[89],"[89, 12, 25]",,326,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,251,,0,Cherry Red Music (UK),[],Ding dang (skat),0.9323145921,0.3408658801,0.2070934767,0.9274021819,0.1114197921,0.1779467526,82.642,0.4443500783
346,256000,0,,2008-11-26 01:54:21,1981-01-01 00:00:00,158,0,Rock,[89],"[89, 12, 25]",,252,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,181,,0,Cherry Red Music (UK),[],Disco Ghoul,0.9467052253,0.7303981651,0.0648847155,0.9449288108,0.1110939217,0.0580812118,117.636,0.5947765795
347,256000,0,,2008-11-26 01:54:23,1981-01-01 00:00:00,150,0,Rock,[89],"[89, 12, 25]",,202,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,71,,0,Cherry Red Music (UK),[],Down in the pits again,0.7346685396,0.724324644,0.3483298215,0.9583185193,0.1216797671,0.4130827657,134.024,0.9299178603
348,256000,0,?,2008-11-26 01:54:25,1981-01-01 00:00:00,165,0,Rock,[89],"[89, 12, 25]",,132,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,97,,0,Cherry Red Music (UK),[],Excretia,0.0030567422,0.446686367,0.2906038763,0.8116355995,0.0671584089,0.0472485617,120.348,0.0392282186
350,256000,0,,2008-11-26 01:54:29,1981-01-01 00:00:00,101,1,Rock,[89],"[89, 12, 25]",,168,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,90,,0,Cherry Red Music (UK),[],Gotta Go,0.9896635152,0.463938455,0.3636116429,0.9190113762,0.1187396411,0.0376218451,99.384,0.5910034847
351,256000,0,,2008-11-26 01:54:31,1981-01-01 00:00:00,249,1,Rock,[89],"[89, 12, 25]",,269,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,150,,0,Cherry Red Music (UK),[],Hippopotamus,0.8591577208,0.8280920198,0.0893881921,0.9278832236,0.1089462728,0.4172201908,126.787,0.6803529479
352,256000,0,,2008-11-26 01:54:35,2008-11-26 00:00:00,165,0,Rock,[89],"[89, 12, 25]",,609,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,505,,0,,[],In Arabia,0.9901322166,0.5298784857,0.1981746414,0.949358547,0.1336387826,0.0256587222,61.177,0.4432219238
353,256000,0,,2008-11-26 01:54:37,1981-01-01 00:00:00,149,1,Rock,[89],"[89, 12, 25]",,212,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,139,,0,Cherry Red Music (UK),[],In my Grandfather's Clock,0.982075791,0.7846954695,0.1128294064,0.388359648,0.1124419663,0.0780008377,126.286,0.7290402207
354,256000,0,,2008-11-26 01:54:39,2008-11-26 00:00:00,60,1,Rock,[89],"[89, 12, 25]",,186,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,108,,0,,[],Julie Andrews,0.7304257192,0.5203051614,0.2158911099,0.9417111339,0.1027320959,0.0442779197,117.668,0.0717997906
355,256000,0,,2008-11-26 01:54:42,2008-11-26 00:00:00,144,0,Rock,[89],"[89, 12, 25]",,133,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,65,,0,,[],Just you wait and see,0.9901624362,0.3432189622,0.1278642817,0.8644878952,0.10830037,0.0394545165,79.375,0.6430452577
356,256000,0,,2008-11-26 01:54:44,2008-11-26 00:00:00,225,0,Rock,[89],"[89, 12, 25]",,179,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,144,,0,,[],Little White Boxes,0.3121697855,0.6449468693,0.1866121693,0.8554915947,0.3843382802,0.1586232738,120.084,0.2976449072
359,256000,0,,2008-11-26 01:54:51,2008-11-26 00:00:00,178,0,Rock,[89],"[89, 12, 25]",,130,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,62,,0,,[],My Room,0.9623766649,0.587843295,0.0362375233,0.9291134343,0.1114325926,0.1315215171,64.801,0.4128102957
361,256000,0,,2008-11-26 01:54:57,2008-11-26 00:00:00,218,0,Rock,[89],"[89, 12, 25]",,140,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,65,,0,,[],Red coated young girlfriend,0.9945819959,0.287247084,0.1491731812,0.8760399069,0.1057430504,0.0407558677,87.788,0.2344219848
362,256000,0,,2008-11-26 01:54:59,,122,0,Rock,[89],"[89, 12, 25]",,131,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,59,,0,,[],Starsigns,0.5925077434,0.4094418142,0.3176802608,0.0337615478,0.2058159442,0.0687030641,106.973,0.6161742455
363,256000,0,,2008-11-26 01:55:02,2008-11-26 00:00:00,165,0,Rock,[89],"[89, 12, 25]",,184,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,98,,0,,[],Sugar Bowl,0.8773193141,0.6500431077,0.0954973379,0.0091901599,0.091481496,0.175054198,122.338,0.5574730002
364,256000,0,,2008-11-26 01:55:04,2008-11-26 00:00:00,152,0,Rock,[89],"[89, 12, 25]",,113,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,47,,0,,[],Sunspot activity,0.9863801083,0.6128597187,0.1561102066,0.1045494579,0.1072890521,0.1985431333,109.256,0.483544289
365,256000,0,,2008-11-26 01:55:06,2008-11-26 00:00:00,104,0,Rock,[89],"[89, 12, 25]",,445,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,326,,0,,[],The Sound of Music,0.9941105873,0.3622928504,0.461704595,0.939698457,0.3355502389,0.0277582267,71.276,0.650471407
366,256000,0,Blah Blah Blah,2008-11-26 01:55:09,2008-11-26 00:00:00,144,0,Rock,[89],"[89, 12, 25]",,141,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,67,,0,,[],The Swamp,0.7455848324,0.350164913,0.1420873574,0.7658236924,0.1110159062,0.040671344,166.317,0.1962609991
367,256000,0,,2008-11-26 01:55:11,2008-11-26 00:00:00,110,0,Rock,[89],"[89, 12, 25]",,139,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,55,,0,,[],There goes my greenhouse,0.8635729006,0.2561784727,0.260709819,0.9086626783,0.1371469922,0.0951913032,169.732,0.522209383
368,256000,0,,2008-11-26 01:55:14,2008-11-26 00:00:00,280,1,Rock,[89],"[89, 12, 25]",,3572,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,2281,,0,,[],Vampires,0.6372758449,0.3129760859,0.1164692389,0.5407334524,0.1017832597,0.0482104514,135.812,0.0761348547
369,256000,0,,2008-11-26 01:55:19,2008-11-26 00:00:00,185,0,Rock,[89],"[89, 12, 25]",,2366,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,1551,,0,,[],Whistle while you work,0.7156408908,0.7308891078,0.1578463539,0.9365707377,0.1113647497,0.2245479369,93.035,0.1971237006
370,256000,0,,2008-11-26 01:55:21,2008-11-26 00:00:00,213,0,Rock,[89],"[89, 12, 25]",,173,en,Attribution-Noncommercial-No Derivative Works 2.0 UK: England ,71,,0,,[],Why didn't Nero?,0.7098467229,0.466606328,0.1686995859,0.8993777489,0.1086662404,0.0467729057,127.898,0.4991423294
