track_id,bit_rate,comments,composer,date_created,date_recorded,duration,favorites,genres,genres_all,information,interest,language_code,license,listens,lyricist,number,publisher,tags,title,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence
86799,316527,0,,2013-07-07 18:13:18,,338,24,[66],"[66, 12]","Label:
Timezone Records
http://www.timezone-records.com/

Homepage:
http://www.von-korf.eu",51306,de,Attribution-Noncommercial-Share Alike 3.0 Germany,44459,,10,Timezone Records (http://www.timezone-records.com/),"['country', 'classic rock', 'contemporary composition', 'ingvo', 'piano', 'contemporary classical']",Marktversagen,0.0036670284,0.2701788017,0.7868235093,0.0259994313,0.1013539314,0.0317233224,156.175,0.4019824171
11802,192000,0,,2009-04-30 15:22:42,,100,0,[21],[21],,1127,en,Attribution-Noncommercial-Share Alike 3.0 United States,216,,13,,[],Ignite The People (Like Obama),0.441968113,0.7295015291,0.7091585217,0.0009181557,0.0936774573,0.2126881662,88.976,0.8742349671
20533,256000,0,,2009-11-05 14:31:43,,94,0,[25],"[25, 12]",,70,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,41,,4,,[],Daniella By Night,0.8778522358,0.5339394317,0.7638936638,0.9242565777,0.2625011053,0.0287943516,92.026,0.9074713642
19639,192000,0,,2009-10-15 08:17:39,,415,4,"[12, 26]","[26, 12]",,696,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,482,,1,,[],Death Kit Train,0.243282157,0.4609409617,0.6373642323,0.9640454534,0.0911727692,0.0272462531,147.656,0.7314966506
11786,192000,0,,2009-04-30 15:03:47,,76,4,[21],[21],,6885,en,Attribution-NonCommercial 3.0 International,3460,,23,,[],4AM Instrumental     {Wildabeast},0.0256042008,0.7712793688,0.506418114,0.0432570818,0.8432347605,0.0507797684,120.826,0.7545666094
46125,320000,0,,2011-03-31 03:48:39,,187,5,[12],[12],,525,,Attribution-Noncommercial-NoDerivatives 2.0 France,345,,12,,[],Woo-hoo I'm just a Little Bird,0.8356180871,0.6010612028,0.2060136133,1.92e-08,0.0840217519,0.0367070925,109.253,0.0718878812
1018,266659,0,,2008-11-26 02:30:00,2008-11-26 00:00:00,386,3,[31],"[12, 31]",,623,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,592,,5,,[],Make Us Pay,0.0008873478,0.2515633458,0.5780912339,0.9122751845,0.0834925916,0.0460077891,167.155,0.0685266994
4424,256000,0,,2008-12-04 21:10:44,2008-11-20 00:00:00,227,2,[25],"[25, 12]","<p><span style=""font-family: Verdana,Geneva,Arial; font-size: xx-small;"">British punk nonlegends The Spunk Lads stopped by WFMU to mark their fifth official last show ever. The self-proclaimed founders of punk have eluded notice from the press and recording industry, trudging along half bitter drunk and half drunk on bitters between Brooklyn and Blighty for more than 30 years, but now are apparently calling it a day. They played some songs, they trashed the studio, they almost answered questions.</span></p>
<p><span style=""font-family: Verdana,Geneva,Arial; font-size: xx-small;"">Engineered by Gil Shuster.</span></p>
<p><span style=""font-family: Verdana,Geneva,Arial; font-size: xx-small;""><a href=""http://www.wfmu.org/playlists/shows/29345"" target=""_blank"">http://www.wfmu.org/playlists/shows/29345</a><br /></span></p>",685,en,Attribution-NonCommercial-ShareAlike 3.0 International,117,,14,,[],Sexxx Maddd,0.885412601,0.38923203,0.8250371542,0.3739268741,0.1464892637,0.0968200739,202.175,0.9137832438
49136,256000,0,,2011-06-17 14:16:58,,227,0,[12],[12],,514,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,428,,7,,[],1939,0.7302652173,0.2875505518,0.4126285489,0.9392600677,0.120595359,0.0456253636,91.242,0.097754928
15273,256000,0,,2009-06-22 07:51:27,2009-05-21 00:00:00,103,4,[66],"[66, 12]",,350,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,279,,3,,[],On The Tram,0.1057698135,0.4866847604,0.6214247746,0.8065620415,0.1427640008,0.0390456933,132.007,0.1573736275
15275,256000,0,,2009-06-22 07:51:28,2009-05-21 00:00:00,91,5,[66],"[66, 12]",,393,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,331,,5,,[],Fallen Heroes,0.5914465946,0.5313412408,0.416204803,0.901678276,0.1133762321,0.0487399022,102.82,0.8507451918
11717,256000,0,,2009-04-30 08:31:31,2009-04-26 00:00:00,708,1,"[12, 31]","[12, 31]",,1928,en,Attribution-Noncommercial-Share Alike 3.0 United States,642,,6,,[],Smoke The Milk,0.2494691806,0.5461099812,0.2646684694,0.9304481464,0.1122237806,0.0922616722,98.55,0.5086432705
1371,128000,0,,2008-11-26 02:53:01,1999-11-26 00:00:00,212,0,[12],[12],,124,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,64,,11,,[],The Collector,0.3361313538,0.6507653614,0.5661865917,0.9316887303,0.2192061254,0.1775251235,119.855,0.3833316624
36105,256000,0,,2010-09-22 16:26:32,,439,3,[26],"[26, 12]",,521,,Attribution-Noncommercial-No Derivative Works 3.0 United States,362,,7,,[],Earth Covers Us (live at ATP-NY 2010),0.0943255199,0.2703822603,0.3565843053,0.9478650497,0.6141854606,0.0397357896,164.593,0.2251269838
19724,191230,0,,2009-10-17 15:41:19,,210,1,[12],[12],,2034,en,Attribution-Noncommercial-Share Alike 3.0 United States,645,,7,,[],One More Reason,0.3012294803,0.7810991298,0.8209488224,0.9064918825,0.1098048666,0.0343494236,130.968,0.9836492001
3657,256000,0,,2008-12-04 20:05:18,2008-06-26 00:00:00,142,2,[12],[12],,1436,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,1332,,1,,[],Birdsong,0.9094581353,0.3579066619,0.8121897328,0.9291401229,0.109107873,0.1110114146,95.18,0.3852207218
104070,192000,0,,2014-04-17 12:13:56,,332,3,"[12, 89, 359]","[89, 12, 25, 359]",,1910,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1299,,2,,[],We'll Never Sleep,0.1926540473,0.5305445357,0.4624901011,0.7071647011,0.119008763,0.0278519078,109.96,0.4587294738
32956,320000,0,,2010-07-21 09:02:47,,256,1,[21],[21],,1303,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,1033,,4,,[],I Got You (Instrumental),0.0025156798,0.7523583157,0.271574354,0.8539762552,0.2317789435,0.0530988876,93.017,0.4788222844
33559,320000,0,,2010-08-03 19:50:31,,280,1,[21],[21],,391,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,230,,12,,[],Scream Out (Featuring Braintrust),0.7007091472,0.4962090511,0.6359006038,0.0608833127,0.0904284158,0.3891539116,185.3,0.5235351146
37727,256000,0,,2010-10-21 17:23:45,2010-09-04 00:00:00,352,6,[58],"[58, 12]",,2646,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,2353,,5,,[],Tommygun Angel,0.5544733038,0.2082918654,0.5919670995,0.9151755205,0.1331014492,0.0480936238,133.455,0.0472859675
105963,192000,0,,2014-05-29 15:20:56,,166,1,[25],"[25, 12]",,592,,Attribution-Noncommercial-No Derivative Works 3.0 United States,470,,8,,[],And Breeding,5.2911e-05,0.2651891131,0.7941939366,0.8596509361,0.178182896,0.0498189752,156.128,0.6667218043
580,256000,1,,2008-11-26 02:05:56,2007-12-11 00:00:00,183,0,[25],"[25, 12]",,405,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,349,,6,,[],Premonition,0.0005734873,0.2806028598,0.9523387503,8.67853e-05,0.3729678103,0.0987943087,151.043,0.1985311284
4768,256000,0,,2008-12-23 12:07:27,2008-03-14 00:00:00,399,0,[12],[12],"<p>Spiro's Amphitheater was the perfect venue for Citay's 70's-inspired psych/folk/post-hippie/post-rock jams. Ezra Feinberg's open-stringed acoustic guitar strumming provided the backbone to an interlocking web of electric guitar leads courtesy of Adria Otte and Jesse Reiner. Bassist Diego Gonzales and keyboardist/glockenspielist Tahlia Harbour chimed in to harmonize Feinberg's vocals. Warren Huegel presided over a de-snared, tambourine-garnished drum set where the rack tom had been replaced by two bongos. And apparently Citay's been playing with less members than usual...</p>
<p><a href=""http://blog.wfmu.org/freeform/2008/03/citay-at-wfmusx.html"" target=""_blank"">http://blog.wfmu.org/freeform/2008/03/citay-at-wfmusx.html</a></p>",1722,en,Attribution-NonCommercial-ShareAlike 3.0 International,1157,,4,,[],Eye on the Dollar,0.5361267431,0.4402030996,0.7078863145,0.911784242,0.4464718712,0.0314634916,148.105,0.6001059301
107478,265276,0,,2014-07-22 06:07:43,,244,0,[89],"[89, 12, 25]",,488,,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,370,,6,,[],Cathode Ray Tube Video Tape Recorder,0.2711415734,0.242934589,0.8594109852,0.5586652062,0.2478564357,0.0406612047,133.183,0.6177352711
40280,224000,0,,2010-12-06 19:33:50,,165,0,"[25, 109]","[25, 12, 109]",,1703,,Attribution-Noncommercial-Share Alike 3.0 United States,234,,12,,[],Read my Back,0.000160369,0.2480415455,0.9048304189,0.9519570475,0.365780603,0.0583267447,119.516,0.5665760266
523,160000,0,,2008-11-26 02:03:33,2001-01-01 00:00:00,149,1,[12],[12],,535,en,Attribution-NonCommercial-ShareAlike 3.0 International,201,,4,,[],Black Is the Color of My True Love's Mail,0.9920546438,0.3218679638,0.4234023651,0.9530970931,0.0797299355,0.0371677027,126.486,0.2621835285
49132,256000,0,,2011-06-17 14:16:55,,210,0,[12],[12],,329,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,260,,3,,[],Ghosting,0.9231125163,0.3376761887,0.7139685527,0.9313090216,0.1096303079,0.036080847,124.654,0.4590594149
22334,218354,0,,2009-12-17 08:30:39,,174,0,[12],[12],,538,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,431,Wesley Willis,2,,[],Cut the Mullet,0.0007649386,0.4762700517,0.9565920388,0.7703757058,0.0764307252,0.0659393575,199.934,0.8397653627
124722,192418,0,,2015-09-08 20:58:03,,169,1,[21],[21],,602,,Attribution-NoDerivatives 4.0 International,497,,16,,[],Rain,0.1535181644,0.6386598128,0.7625672268,5e-10,0.2648472662,0.3033723365,77.842,0.656612274
11612,256000,0,,2009-04-28 10:13:06,,236,0,[12],[12],,1665,en,Noncommercial Sampling Plus,1462,,5,,[],Tribal Song,0.1129921127,0.7493111254,0.1957395461,0.7327090808,0.1075579441,0.0581918372,122.449,0.0647158279
47454,256000,0,,2011-04-29 14:23:56,,199,0,[12],[12],,455,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,273,,3,,[],We Don't Talk About It,0.9446595665,0.7255525794,0.3643097779,0.8249917555,0.1109647634,0.0404000043,107.935,0.9653623541
10698,192000,1,,2009-04-14 18:59:45,2005-01-01 00:00:00,172,25,[21],[21],,20469,en,Creative Commons Attribution,13046,,0,,[],2.12.05 elevator,0.0475317496,0.7149279185,0.5372199815,0.8796473286,0.0862128316,0.0558493713,100.03,0.7051856482
11897,192000,0,,2009-04-30 16:37:00,,138,0,[21],[21],,2548,en,Attribution-Noncommercial-Share Alike 3.0 United States,432,,11,,[],Panickyao Purp,0.6820226384,0.6410358419,0.7192935177,0.0097282497,0.1134844359,0.6993701842,131.361,0.8243645041
22514,320000,0,,2009-12-21 18:56:27,,213,1,[21],[21],,1007,en,Attribution-NonCommercial-ShareAlike 3.0 International,337,,0,,[],Elemental Reflections,0.3256926707,0.5863274383,0.4910495484,0.0021526412,0.1230919714,0.4832595919,178.049,0.7531241617
32505,320000,0,,2010-07-06 19:26:50,,187,1,[21],[21],,429,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,264,,39,,[],Here I Am,0.5166301347,0.7938525261,0.3372874849,0.0006521027,0.1481631584,0.187021728,100.092,0.6401911214
3617,256000,0,,2008-12-04 20:02:15,2008-09-13 00:00:00,174,0,"[12, 89]","[89, 12, 25]","<p><span style=""font-family: Verdana,Geneva,Arial; font-size: xx-small;"">School may be back in session, but you can put away your compass and protractor; your ears are all you need to map the connection from The Kinks and Downliners Sect via The Prisoners and Thee Headcoats to today's hottest British beat-punk sensations, The Fallen Leaves! Featuring original Subway Sect guitarist Rob Symmons, among other luminaries, the Fallen Leaves cap off their whirlwind first-ever visit to the USA with a live set on WFMU! Their new album <em>It's Too Late Now</em> (Parliament) picked up a four-star review from London's <em>Sunday Times</em> -- tune in and hear why!</span></p>
<p>FALLEN LEAVES live on WFMU<br /> engineered by Diane Farris<br /> <br /> Rev. Rob Green - vocals<br /> Rob Symmons - guitar<br /> Gareth Evans - bass<br /> Ian O'Sullivan - drums</p>
<p>(http://www.wfmu.org/playlists/shows/28636)</p>",1308,en,Attribution-NonCommercial-ShareAlike 3.0 International,188,,6,,[],My Phantoms,0.9476518354,0.5909739087,0.5752251273,0.8360481909,0.0912521409,0.0354547646,156.727,0.7304361387
48974,320000,0,,2011-06-14 11:15:04,,114,0,"[12, 25]","[25, 12]",,507,,Attribution-NonCommercial-ShareAlike 3.0 International,194,,2,,[],Knappegrietenbanenplan,0.992381839,0.5421108047,0.0765067172,0.9140266345,0.0910841968,0.4612938513,163.705,0.5921168953
3654,256000,0,,2008-12-04 20:05:05,2002-05-17 00:00:00,223,0,[12],[12],,2062,en,Attribution-Noncommercial-Share Alike 3.0 United States,547,,10,,[],Forgotten Lovers,0.9123674386,0.3607972832,0.7123272949,0.648556704,0.1724022341,0.0420198333,118.567,0.6317909189
19401,192000,0,,2009-10-03 14:57:41,,173,1,[25],"[25, 12]",,3088,en,Attribution-Noncommercial-Share Alike 3.0 United States,233,,12,,[],Anti-tiger,0.4208098179,0.6547549015,0.6343599355,0.8835178369,0.1379017657,0.053826614,100.43,0.3956612101
69945,256000,0,,2012-09-14 16:01:50,,133,1,"[25, 111]","[25, 12, 111]",,2414,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1914,,5,,[],Roxanne,0.0733062953,0.4922736232,0.889132401,8.53e-08,0.0704859468,0.0573557304,133.068,0.4150122629
3620,256000,0,,2008-12-04 20:02:25,2008-09-13 00:00:00,322,1,"[12, 89]","[89, 12, 25]","<p><span style=""font-family: Verdana,Geneva,Arial; font-size: xx-small;"">School may be back in session, but you can put away your compass and protractor; your ears are all you need to map the connection from The Kinks and Downliners Sect via The Prisoners and Thee Headcoats to today's hottest British beat-punk sensations, The Fallen Leaves! Featuring original Subway Sect guitarist Rob Symmons, among other luminaries, the Fallen Leaves cap off their whirlwind first-ever visit to the USA with a live set on WFMU! Their new album <em>It's Too Late Now</em> (Parliament) picked up a four-star review from London's <em>Sunday Times</em> -- tune in and hear why!</span></p>
<p>FALLEN LEAVES live on WFMU<br /> engineered by Diane Farris<br /> <br /> Rev. Rob Green - vocals<br /> Rob Symmons - guitar<br /> Gareth Evans - bass<br /> Ian O'Sullivan - drums</p>
<p>(http://www.wfmu.org/playlists/shows/28636)</p>",1576,en,Attribution-NonCommercial-ShareAlike 3.0 International,330,,9,,[],Shining,0.9122902501,0.4287371049,0.5367173201,0.823087362,0.0822512242,0.0318310787,151.556,0.4460246698
14743,256000,0,,2009-06-09 10:06:49,,331,4,[12],[12],,15951,en,Attribution-Noncommercial-Share Alike 3.0 United States,14435,,10,,"['primavera sound', 'live', 'throwing muses', 'barcelona']",Vicky's Box,0.3661073716,0.5035043308,0.5428690467,0.1104446805,0.6603518306,0.0503808048,123.149,0.4934352077
17577,256000,0,,2009-07-30 10:56:22,,160,1,"[25, 58]","[25, 58, 12]",,228,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,227,,4,,[],Oh Caroline,0.5971230143,0.4090209029,0.5886802516,0.931932555,0.1062440078,0.0300948565,140.365,0.2908301226
64032,256000,0,,2012-04-25 15:44:43,,176,1,"[66, 111]","[25, 66, 12, 111]",,1819,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1209,,4,,[],Lily,0.0604204354,0.4757563933,0.9240134362,0.2424930565,0.1388937973,0.0763006826,107.542,0.4438259067
32881,192000,0,,2010-07-19 17:49:15,,129,2,[21],[21],,647,,Attribution-No Derivative Works 3.0 United States,484,,3,,[],Crown City Rockers - Simple (Remix),0.1953877948,0.8140817554,0.6016877751,0.0122784927,0.1251301853,0.4180654073,90.136,0.5296682615
26325,254942,0,,2010-02-26 06:24:29,,567,2,"[58, 98, 113]","[98, 26, 12, 113, 58]",,884,,Attribution-NonCommercial-NoDerivatives 2.0 Germany,634,,1,,"['saxophone', 'heavy', 'metal', 'psych-rock']",Screaming and Streaming into the Starlit Nite (Remix),0.1471398485,0.1556291882,0.7040571434,0.9549465464,0.1873962224,0.0456187598,136.613,0.3513074805
108291,320000,0,,2014-08-11 02:21:43,,217,0,[58],"[58, 12]",,1035,,Attribution-Noncommercial-Share Alike 3.0 United States,674,,2,,[],Junky,0.0005258412,0.5267861555,0.6303178435,0.3547819858,0.1753589823,0.0435969747,108.063,0.4209273168
17855,160000,0,,2009-08-08 09:28:18,,121,1,"[25, 89]","[89, 25, 12]",,1904,en,Attribution-Noncommercial-Share Alike 3.0 United States,990,,2,,[],Get Your Mind Right,0.5675997954,0.3050323644,0.9587937876,0.909505315,0.359728437,0.0811839308,149.027,0.1072624559
10942,320000,0,,2009-04-17 03:52:44,,446,1,[21],[21],,839,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,696,,1,,[],Hush,0.5061809048,0.6144111724,0.263544563,0.807267652,0.1631886614,0.0521866334,91.758,0.0541799887
84291,256000,0,,2013-05-16 03:52:42,,188,4,[12],[12],,5027,,Attribution-Noncommercial-No Derivative Works 3.0 United States,2266,,2,,[],I Like It Small,1.42085e-05,0.3009973383,0.8616213348,9.69632e-05,0.3419587607,0.0318953889,143.082,0.6452758423
14540,320000,2,,2009-06-05 10:19:13,,146,5,[21],[21],,1256,en,Attribution-Noncommercial-No Derivative Works 3.0 United States,1195,,2,,[],With Or Without You rmx,0.9156365903,0.7222916608,0.5093437305,0.615693707,0.1106458753,0.0707324441,94.169,0.8418145032
29821,256000,0,,2010-05-10 14:15:43,,225,0,[12],[12],,271,,Attribution-Noncommercial-No Derivative Works 3.0 United States,185,,5,,[],Vivre Sans Temps Mort,0.1399427851,0.3504682886,0.3533434562,0.3416394636,0.0896788501,0.0447031312,138.617,0.479669059
45463,256000,0,,2011-03-18 14:54:10,,147,0,[25],"[25, 12]",,1177,,Attribution-Noncommercial-No Derivative Works 3.0 United States,843,,8,,[],Cuban Homo Farm,0.3887966434,0.4290595611,0.5635599355,0.0018546869,0.4800597708,0.0950185727,94.371,0.1284807242
11865,293163,0,,2009-04-30 16:06:34,,219,0,"[21, 539]","[539, 21]",,1424,en,Attribution-Noncommercial-Share Alike 3.0 United States,821,,8,,[],08 Let's Do It (prod. 6th Sense &amp; Frequency).mp3,0.0213034512,0.6888354373,0.8730576114,0.0873125928,0.1461657257,0.260732407,93.985,0.6932958728
22022,192000,0,,2009-12-11 17:21:00,,277,3,[21],[21],,767,en,Attribution-Noncommercial 2.1 Japan,642,,1,,[],ソラノウタ Remix,0.0848705619,0.6637940157,0.4450424843,0.6615035415,0.1115009826,0.1092710481,90.127,0.5862962755
40132,192000,0,,2010-12-03 20:54:39,,252,2,"[31, 90, 361]","[361, 12, 45, 109, 53, 25, 90, 31]",,1428,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1005,,1,,[],DEATH TOLL: 47 (99),0.9659996992,0.2135885832,0.8164821041,0.8842240872,0.1201012734,0.051569696,91.379,0.0391719555
49135,256000,0,,2011-06-17 14:16:57,,244,0,[12],[12],,485,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,404,,6,,[],Februaries,0.8533335083,0.548373576,0.3302486683,0.8833123951,0.1002259828,0.0376819293,126.425,0.2398453048
49100,256000,0,,2011-06-16 12:52:59,,257,1,[12],[12],,409,,Attribution-Noncommercial-No Derivative Works 3.0 United States,260,,7,,[],Sara Snow (Live @ WFMU),0.736577695,0.4634317167,0.4909850566,0.9267712509,0.1279461317,0.0285344201,114.291,0.5601842891
12407,256000,0,,2009-05-07 10:50:00,,216,1,[25],"[25, 12]",,1108,en,Attribution-Noncommercial-Share Alike 3.0 United States,578,,1,,[],Dogs Eye View,0.9455846601,0.4225733754,0.1424001418,2.7291e-06,0.5774714324,0.2605085241,103.02,0.4116230883
4162,256000,0,,2008-12-04 20:52:56,2006-01-14 00:00:00,2251,0,[12],[12],"<p><span style=""font-family: Verdana,Geneva,Arial; font-size: xx-small;"">This NYC super group features a who's who of downtown coolness: OJ from Mob Stereo, Oneida collaborator Kayrock, his partner in screenprinting Wolfy, and others. These disturbo punx sound like John Carpenter meets Hawkwind meets Chrome meets the Weirdos! Yes! Their self-released CD 'Best of the Last 40 Years' was one of Terre's Best Faves of 2005; find out why when they play live on the air.</span></p>
<p><span style=""font-family: Verdana,Geneva,Arial; font-size: xx-small;"">Engineered by Joe Belock.</span></p>
<p>Associate producer Evan ""Funk"" Davies.<br /><br /> Wolfy - guitar+lead vocals<br /> Mike - guitar+vocals<br /> OJ - bass+vocals<br /> Kayrock - drums+synth</p>
<p><a href=""http://www.wfmu.org/playlists/shows/17721"" target=""_blank"">http://www.wfmu.org/playlists/shows/17721</a></p>",483,en,Attribution-NonCommercial-ShareAlike 3.0 International,173,,0,,[],Live at WFMU (Full set),0.5356595674,0.439570533,0.4710309974,0.0177752874,0.1258179642,0.0593272574,139.157,0.3772883079
27226,320000,0,,2010-03-14 11:38:47,,246,3,"[26, 58, 66]","[26, 66, 12, 58]",,445,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,305,,5,,"['sakee sed', 'other', 'indie-rock', 'post-rock', 'clinical archives', 'psychedelic']",Mrs. Tennessee,0.225265999,0.5289017792,0.8889589276,0.8417197294,0.1519355776,0.0317427743,151.781,0.786265871
48367,320000,0,,2011-06-01 21:56:33,,366,9,[31],"[12, 31]",,7147,,Attribution-NonCommercial-ShareAlike 3.0 International,2336,,1,,[],What It Is Impossible Not to Know and What It Is No Longer Permissible To Believe in the United States,0.1004933676,0.1639468792,0.9301126242,0.9663145008,0.2282262097,0.0743154764,94.713,0.1114333977
10002,320000,0,,2009-04-05 19:07:40,,187,1,"[12, 66]","[66, 12]",,2314,en,Attribution-Noncommercial-Share Alike 3.0 United States,1045,,0,,[],Animal,0.0009254579,0.4444720999,0.9423669127,0.8043839736,0.1117129787,0.0321432205,146.671,0.7906327005
